"schema_name","table_name","column_id","column_name","data_type","max_length","precision","scale","is_nullable","seed_value","increment_value","default_definition"
"dbo","popedomhead","3","headid","int","4","10","0","True","","",""
"dbo","popedomhead","4","popedomid","int","4","10","0","True","","",""
"dbo","SearchHot_List","1","id","int","4","10","0","False","1","1",""
"dbo","SearchHot_List","2","addtime","datetime","8","23","3","False","","",""
"dbo","SearchHot_List","3","name","nvarchar","1000","0","0","False","","",""
"dbo","SearchHot_List","4","url","nvarchar","5000","0","0","False","","",""
"dbo","SearchHot_List","5","isshow","int","4","10","0","False","","",""
"dbo","SearchHot_List","6","orderid","int","4","10","0","False","","",""
"dbo","SearchHot_List","7","uptime","datetime","8","23","3","True","","",""
"dbo","SearchHot_List","8","num_click","int","4","10","0","False","","",""
"dbo","ServiceLog_List","1","id","int","4","10","0","False","1","1",""
"dbo","ServiceLog_List","2","name","nvarchar","1000","0","0","False","","",""
"dbo","ServiceLog_List","3","info_","nvarchar","-1","0","0","False","","",""
"dbo","ServiceLog_List","4","addtime","datetime","8","23","3","False","","",""
"dbo","ServiceLog_List","5","status","int","4","10","0","False","","",""
"dbo","ServiceLog_List","6","userid","int","4","10","0","False","","",""
"dbo","ServiceLog_List","7","uptime","datetime","8","23","3","False","","",""
"dbo","ServiceLog_List","8","looktime","nvarchar","100","0","0","True","","",""
"dbo","ServiceLogInfo_List","1","id","int","4","10","0","False","1","1",""
"dbo","ServiceLogInfo_List","2","ServiceLog_Id","int","4","10","0","False","","",""
"dbo","ServiceLogInfo_List","3","info_","nvarchar","-1","0","0","False","","",""
"dbo","ServiceLogInfo_List","4","type","int","4","10","0","False","","",""
"dbo","ServiceLogInfo_List","5","addtime","datetime","8","23","3","False","","",""
"dbo","ServiceLogInfo_List","6","adminname","nvarchar","500","0","0","True","","",""
"dbo","ServiceLogStatus_List","1","id","int","4","10","0","False","","",""
"dbo","ServiceLogStatus_List","2","name","nvarchar","100","0","0","False","","",""
"dbo","tbl_class","1","id","int","4","10","0","False","1","1",""
"dbo","tbl_class","2","parentid","int","4","10","0","False","","",""
"dbo","tbl_class","3","children","nvarchar","-1","0","0","True","","",""
"dbo","tbl_class","4","classname","nvarchar","500","0","0","False","","",""
"dbo","tbl_class","5","model","int","4","10","0","False","","",""
"dbo","tbl_class","6","orderid","int","4","10","0","False","","",""
"dbo","tbl_class","7","isurl","int","4","10","0","False","","",""
"dbo","tbl_class","8","classurl","nvarchar","500","0","0","True","","",""
"dbo","tbl_class","9","about","nvarchar","-1","0","0","True","","",""
"dbo","tbl_class","10","info_","nvarchar","-1","0","0","True","","",""
"dbo","tbl_class","11","isshow","int","4","10","0","False","","","((0))"
"dbo","tbl_class","12","adddate","datetime","8","23","3","False","","",""
"dbo","tbl_class","13","isfoot","int","4","10","0","False","","",""
"dbo","tbl_class","14","istop","int","4","10","0","False","","","((0))"
"dbo","tbl_class","15","description","nvarchar","-1","0","0","True","","",""
"dbo","tbl_class","16","keywords","nvarchar","-1","0","0","True","","",""
"dbo","tbl_class","17","upload_pic_m","nvarchar","500","0","0","True","","",""
"dbo","tbl_class","18","title","nvarchar","-1","0","0","True","","",""
"dbo","tbl_class","19","urlnamebtn","nvarchar","500","0","0","False","","",""
"dbo","tbl_class","20","upload_pic_pc","nvarchar","500","0","0","True","","",""
"dbo","telcode_list","1","tel","nvarchar","300","0","0","False","","",""
"dbo","telcode_list","2","type","int","4","10","0","False","","",""
"dbo","telcode_list","3","code","nvarchar","100","0","0","False","","",""
"dbo","telcode_list","4","addtime","datetime","8","23","3","False","","",""
"dbo","telcode_list","5","img_x","int","4","10","0","False","","",""
"dbo","telcode_list","6","img_y","int","4","10","0","False","","",""
"dbo","TopUpType_List","1","id","int","4","10","0","False","1","1",""
"dbo","TopUpType_List","2","money","int","4","10","0","False","","",""
"dbo","TopUpType_List","3","isshow","int","4","10","0","False","","",""
"dbo","user_list","1","id","int","4","10","0","False","1","1",""
"dbo","user_list","2","name","nvarchar","300","0","0","True","","",""
"dbo","user_list","3","tel","nvarchar","300","0","0","False","","",""
"dbo","user_list","4","addtime","datetime","8","23","3","False","","",""
"dbo","user_list","5","uptime","datetime","8","23","3","True","","",""
"dbo","user_list","6","isshow","int","4","10","0","False","","",""
"dbo","user_list","7","logintime","nvarchar","100","0","0","True","","",""
"dbo","user_list","8","loginip","nvarchar","100","0","0","True","","",""
"dbo","user_list","9","code","nvarchar","100","0","0","True","","",""
"dbo","user_list","10","email","nvarchar","500","0","0","True","","",""
"dbo","user_list","11","upload_pic_avatar","nvarchar","500","0","0","True","","",""
"dbo","user_login","1","id","int","4","10","0","False","1","1",""
"dbo","user_login","2","username","nvarchar","100","0","0","True","","",""
"dbo","user_login","3","time","datetime","8","23","3","True","","",""
"dbo","user_login","4","ip","nvarchar","100","0","0","True","","",""
"dbo","user_login","5","password","nvarchar","100","0","0","True","","",""
"dbo","user_login","6","type","int","4","10","0","True","","",""
"dbo","user_login","7","content","nvarchar","-1","0","0","True","","",""
"dbo","userfile_list","1","userid","int","4","10","0","False","","",""
"dbo","userfile_list","2","addtime","datetime","8","23","3","False","","",""
"dbo","userfile_list","3","up_filename","nvarchar","500","0","0","False","","",""
"dbo","userimg_list","1","userid","int","4","10","0","False","","",""
"dbo","userimg_list","2","addtime","datetime","8","23","3","False","","",""
"dbo","userimg_list","3","upload_pic_img","nvarchar","500","0","0","False","","",""
"dbo","userpaylog_list","1","user_id","int","4","10","0","False","","",""
"dbo","userpaylog_list","2","out_trade_no","nvarchar","500","0","0","False","","",""
"dbo","userpaylog_list","3","add_time","datetime","8","23","3","False","","",""
"dbo","userpaylog_list","4","pay_type","int","4","10","0","False","","",""
"dbo","userpaylog_list","5","pay_status","int","4","10","0","False","","",""
"dbo","userpaylog_list","6","up_time","nvarchar","500","0","0","True","","",""
"dbo","userpaylog_list","7","payer_total","decimal","9","18","2","True","","",""
"dbo","userpayloginfo_list","1","id","bigint","8","19","0","False","1","1",""
"dbo","userpayloginfo_list","2","appid","nvarchar","500","0","0","True","","",""
"dbo","userpayloginfo_list","3","mchid","nvarchar","500","0","0","True","","",""
"dbo","userpayloginfo_list","4","out_trade_no","nvarchar","500","0","0","False","","",""
"dbo","userpayloginfo_list","5","transaction_id","nvarchar","500","0","0","False","","",""
"dbo","userpayloginfo_list","6","trade_type","nvarchar","100","0","0","True","","",""
"dbo","userpayloginfo_list","7","trade_state","nvarchar","100","0","0","True","","",""
"dbo","userpayloginfo_list","8","trade_state_desc","nvarchar","700","0","0","True","","",""
"dbo","userpayloginfo_list","9","bank_type","nvarchar","100","0","0","True","","",""
"dbo","userpayloginfo_list","10","success_time","nvarchar","300","0","0","False","","",""
"dbo","userpayloginfo_list","11","payer_total","decimal","9","18","2","True","","",""
"dbo","userpayloginfo_list","12","pay_type","int","4","10","0","False","","",""
"dbo","userpayloginfo_list","13","add_time","datetime","8","23","3","False","","",""
"dbo","userpayloginfo_list","14","user_id","int","4","10","0","False","","",""
"dbo","websiteinfo_list","1","id","int","4","10","0","False","","",""
"dbo","websiteinfo_list","2","companyname","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","3","wangzhanbeian","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","4","wangzhanbeianurl","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","5","gonganbeian","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","6","gonganbeianurl","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","7","banquan","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","8","upload_pic_logotop","nvarchar","100","0","0","True","","",""
"dbo","websiteinfo_list","9","upload_pic_favicon","nvarchar","100","0","0","True","","",""
"dbo","websiteinfo_list","10","title","nvarchar","1000","0","0","True","","",""
"dbo","websiteinfo_list","11","keywords","nvarchar","1000","0","0","True","","",""
"dbo","websiteinfo_list","12","description","nvarchar","1000","0","0","True","","",""
"dbo","websiteinfo_list","13","emailnum","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","14","emailpasswd","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","15","email_to","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","16","smtpserverport","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","17","host","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","18","emailname","nvarchar","500","0","0","True","","",""
"dbo","websiteinfo_list","19","upload_pic_indexbj","nvarchar","100","0","0","True","","",""
"dbo","websiteinfo_list","20","upload_pic_indexbj_m","nvarchar","100","0","0","True","","",""
"dbo","websiteinfo_list","23","money_integrate","int","4","10","0","True","","",""
"dbo","websiteinfo_list","24","integrate_donate","int","4","10","0","True","","",""
"dbo","websiteinfo_list","25","integrate_buy","int","4","10","0","True","","",""
"dbo","websiteinfo_list","26","integrate_fare","int","4","10","0","True","","",""
"dbo","websiteinfo_list","27","integrate_allocation","int","4","10","0","True","","",""
